,Unnamed: 0,Titre,Sous-titre,Contenu,Contenu_corrected,cleaned_text,text_without_SW,bigram_freq,trigram_freq,token_freq
0,0,7.1  Purpose and Objectives of the Perform Quantitative Risk,,"Analysis Process
The Perform Quantitative Risk Analysis process provides a numerical estimate of the overall effect of risk on
the objectives of the project, based on current plans and information, when considering risks simultaneously.
Results from this type of analysis can be used to evaluate the likelihood of success in achieving project
objectives and to estimate contingency reserves, usually for time and cost that are appropriate to both the risks
and the risk tolerance of project stakeholders.
It is generally accepted that analyzing uncertainty in the project using quantitative techniques such as
Monte Carlo simulation may provide more realism in the estimate of the overall project cost or schedule
than a non-probabilistic approach which assumes that the activity durations or line-item cost estimates are
deterministic. However it should be recognized that quantitative risk analysis is not always required or appropriate
for all projects. For example, qualitative risk analysis may provide enough information for development of
effective risk responses, especially for smaller projects. Therefore, during the Plan Risk Management process,
the beneﬁ ts of quantitative risk analysis should be weighed against the effort required to ensure that the
additional insights and value justify the additional effort.
Partial risk analyses, such as qualitative risk analysis, aim at prioritizing individual risks viewed one at a time
and therefore cannot produce measures of overall project risk when all risks are considered simultaneously.
Calculating estimates of overall project risk is the focus of the Perform Quantitative Risk Analysis process.
Speciﬁ c project risks are usually best understood and quantiﬁ ed at a detailed level such as the line-item
cost or schedule activity level. By contrast, project objectives such as achievement of the project’s budget or
the schedule are speciﬁ ed at a higher level, often at the level of the total project. An overall risk analysis, such
as one that uses quantitative techniques, estimates the implication of all quantiﬁ ed risks on project objectives.
The implementation of overall risk analysis using quantitative methods requires:
Complete and accurate representation of the project objectives built up from individual project
•
elements. Examples of these representations include the project schedule or cost estimate.
Identifying risks on individual project elements such as schedule activities or line-item costs at a
•
level of detail that lends itself to speciﬁ c assessment of individual risks.
Including generic risks that have a broader effect than individual project elements.
•
Applying a quantitative method (such as Monte Carlo simulation or decision tree analysis) that incorporates
•
multiple risks simultaneously in determining overall impact on the overall project objective.
38
7
CHAPTER 7 − PERFORM QUANTITATIVE RISK ANALYSIS
Results of the quantitative analysis will be compared to the project plan (baseline or current) to give
management an estimate of the overall project risk and will answer important questions such as:
What is the probability of meeting the project’s objectives?
•
How much contingency reserve (e.g., reserves or buffers of time, resources, and cost) is needed to
•
provide the organization with the level of certainty it requires based upon its risk tolerance?
What are those parts of the project, such as line-item costs or schedule activities, which contribute
•
the most risk when all risks are considered simultaneously?
Which individual risks contribute the most to overall project risk?
•
Estimating overall project risk using quantitative methods helps distinguish those projects where quantiﬁ ed
risks threaten objectives beyond the tolerance of the stakeholders, from those for which the objectives are
within acceptable tolerances even when risk is considered. The former may be targeted for vigorous risk
responses aimed at protecting those objectives most important to the stakeholders.
A high-level comparison of quantitative and qualitative risk analysis processes is presented in Figure 7-1.
Figure 7-1. Comparison of Qualitative and Quantitative Approaches","Analysis Process The Perform Quantitative Risk Analysis process provides a numerical estimate of the overall effect of risk on the objectives of the project based on current plans and information when considering risks simultaneously Results from this type of analysis can be used to evaluate the likelihood of success in achieving project objectives and to estimate contingency reserves usually for time and cost that are appropriate to both the risks and the risk tolerance of project stakeholders It is generally accepted that analyzing uncertainty in the project using quantitative techniques such as Monte cargo simulation may provide more realism in the estimate of the overall project cost or schedule than a non-probabilistic approach which assumes that the activity durations or line-item cost estimates are deterministic However it should be recognized that quantitative risk analysis is not always required or appropriate for all projects For example qualitative risk analysis may provide enough information for development of effective risk responses especially for smaller projects therefore during the Plan Risk Management process the been ts of quantitative risk analysis should be weighed against the effort required to ensure that the additional insights and value justify the additional effort Partial risk analyses such as qualitative risk analysis aim at prioritizing individual risks viewed one at a time and therefore cannot produce measures of overall project risk when all risks are considered simultaneously Calculating estimates of overall project risk is the focus of the Perform Quantitative Risk Analysis process specie c project risks are usually best understood and quantic end at a detailed level such as the line-item cost or schedule activity level By contrast project objectives such as achievement of the projects budget or the schedule are specie end at a higher level often at the level of the total project An overall risk analysis such as one that uses quantitative techniques estimates the implication of all quantic end risks on project objectives The implementation of overall risk analysis using quantitative methods requires Complete and accurate representation of the project objectives built up from individual project i elements Examples of these representations include the project schedule or cost estimated Identifying risks on individual project elements such as schedule activities or line-item costs at a i level of detail that lends itself to specie c assessment of individual risks Including generic risks that have a broader effect than individual project elements i Applying a quantitative method such as Monte cargo simulation or decision tree analysis that incorporates i multiple risks simultaneously in determining overall impact on the overall project objective 38 7 CHAPTER 7 i PERFORM QUANTITATIVE RISK ANALYSIS Results of the quantitative analysis will be compared to the project plan baseline or current to give management an estimate of the overall project risk and will answer important questions such as What is the probability of meeting the projects objectives i How much contingency reserve (e.g., reserves or buffers of time resources and cost is needed to i provide the organization with the level of certainty it requires based upon its risk tolerance What are those parts of the project such as line-item costs or schedule activities which contribute i the most risk when all risks are considered simultaneously Which individual risks contribute the most to overall project risk i Estimating overall project risk using quantitative methods helps distinguish those projects where quantic end risks threaten objectives beyond the tolerance of the stakeholders from those for which the objectives are within acceptable tolerances even when risk is considered The former may be targeted for vigorous risk responses aimed at protecting those objectives most important to the stakeholders A high-level comparison of quantitative and qualitative risk analysis processes is presented in Figure 7-1. Figure 7-1. Comparison of Qualitative and Quantitative Approaches",analysis process the perform quantitative risk analysis process provides a numerical estimate of the overall effect of risk on the objectives of the project based on current plans and information when considering risks simultaneously results from this type of analysis can be used to evaluate the likelihood of success in achieving project objectives and to estimate contingency reserves usually for time and cost that are appropriate to both the risks and the risk tolerance of project stakeholders it is generally accepted that analyzing uncertainty in the project using quantitative techniques such as monte cargo simulation may provide more realism in the estimate of the overall project cost or schedule than a non probabilistic approach which assumes that the activity durations or line item cost estimates are deterministic however it should be recognized that quantitative risk analysis is not always required or appropriate for all projects for example qualitative risk analysis may provide enough information for development of effective risk responses especially for smaller projects therefore during the plan risk management process the been ts of quantitative risk analysis should be weighed against the effort required to ensure that the additional insights and value justify the additional effort partial risk analyses such as qualitative risk analysis aim at prioritizing individual risks viewed one at a time and therefore cannot produce measures of overall project risk when all risks are considered simultaneously calculating estimates of overall project risk is the focus of the perform quantitative risk analysis process specie c project risks are usually best understood and quantic end at a detailed level such as the line item cost or schedule activity level by contrast project objectives such as achievement of the projects budget or the schedule are specie end at a higher level often at the level of the total project an overall risk analysis such as one that uses quantitative techniques estimates the implication of all quantic end risks on project objectives the implementation of overall risk analysis using quantitative methods requires complete and accurate representation of the project objectives built up from individual project i elements examples of these representations include the project schedule or cost estimated identifying risks on individual project elements such as schedule activities or line item costs at a i level of detail that lends itself to specie c assessment of individual risks including generic risks that have a broader effect than individual project elements i applying a quantitative method such as monte cargo simulation or decision tree analysis that incorporates i multiple risks simultaneously in determining overall impact on the overall project objective 38 7 chapter 7 i perform quantitative risk analysis results of the quantitative analysis will be compared to the project plan baseline or current to give management an estimate of the overall project risk and will answer important questions such as what is the probability of meeting the projects objectives i how much contingency reserve e g reserves or buffers of time resources and cost is needed to i provide the organization with the level of certainty it requires based upon its risk tolerance what are those parts of the project such as line item costs or schedule activities which contribute i the most risk when all risks are considered simultaneously which individual risks contribute the most to overall project risk i estimating overall project risk using quantitative methods helps distinguish those projects where quantic end risks threaten objectives beyond the tolerance of the stakeholders from those for which the objectives are within acceptable tolerances even when risk is considered the former may be targeted for vigorous risk responses aimed at protecting those objectives most important to the stakeholders a high level comparison of quantitative and qualitative risk analysis processes is presented in figure 7 1 figure 7 1 comparison of qualitative and quantitative approaches,analysis process perform risk analysis process provides estimate effect risk objectives project based plans information considering risks results type analysis used evaluate likelihood success achieving project objectives estimate contingency reserves time cost risks risk tolerance project stakeholders accepted analyzing uncertainty project using techniques monte cargo simulation provide realism estimate project cost schedule approach assumes activity durations line item cost estimates recognized risk analysis required appropriate projects example risk analysis provide information development risk responses projects therefore plan risk management process ts risk analysis weighed effort required ensure insights value justify effort risk analyses risk analysis aim prioritizing risks viewed time produce measures project risk risks considered calculating estimates project risk focus perform risk analysis process specie c project risks understood end level line item cost schedule activity level contrast project objectives achievement projects budget schedule end level level total project risk analysis uses techniques estimates implication end risks project objectives implementation risk analysis using methods requires representation project objectives built project elements examples representations include project schedule cost estimated identifying risks project elements schedule activities line item costs level detail lends specie assessment risks including risks effect project elements applying method monte cargo simulation decision tree analysis incorporates risks determining impact project chapter perform risk analysis results analysis compared project plan baseline give management estimate project risk answer questions probability meeting projects objectives contingency reserve e g reserves buffers time resources cost needed provide organization level certainty requires based risk tolerance parts project line item costs schedule activities contribute risk risks considered risks contribute overall project risk estimating project risk using methods helps distinguish projects end risks threaten objectives tolerance stakeholders objectives tolerances risk considered targeted risk responses aimed protecting objectives stakeholders level comparison risk analysis processes presented figure figure comparison approaches,"{('risk', 'analysis'): 11, ('project', 'risk'): 7, ('project', 'objective'): 5, ('analysis', 'process'): 4, ('line', 'item'): 4, ('item', 'cost'): 4, ('perform', 'risk'): 3, ('risk', 'risk'): 3, ('estimate', 'project'): 3, ('cost', 'schedule'): 3}","{('line', 'item', 'cost'): 4, ('perform', 'risk', 'analysis'): 3, ('risk', 'analysis', 'process'): 3, ('monte', 'cargo', 'simulation'): 2, ('risk', 'risk', 'considered'): 2, ('estimate', 'project', 'risk'): 2, ('item', 'cost', 'schedule'): 2, ('cost', 'schedule', 'activity'): 2, ('analysis', 'process', 'perform'): 1, ('process', 'perform', 'risk'): 1}","{'risk': 37, 'project': 27, 'analysis': 15, 'objective': 9, 'cost': 8, 'estimate': 7, 'level': 7, 'schedule': 6, 'process': 5, 'tolerance': 4}"
1,1,7.2  Critical Success Factors for the Perform Quantitative Risk,,"Analysis Process
Success in achieving the objectives of quantitative risk analysis depends explicitly on at least the factors
described in Sections 7.2.1 through 7.2.6.
39
7
CHAPTER 7 − PERFORM QUANTITATIVE RISK ANALYSIS",Analysis Process Success in achieving the objectives of quantitative risk analysis depends explicitly on at least the factors described in Sections 7.2.1 through 7.2.6. 39 7 CHAPTER 7 i PERFORM QUANTITATIVE RISK ANALYSIS,analysis process success in achieving the objectives of quantitative risk analysis depends explicitly on at least the factors described in sections 7 2 1 through 7 2 6 39 7 chapter 7 i perform quantitative risk analysis,analysis process success achieving objectives risk analysis depends factors described sections chapter perform risk analysis,"{('risk', 'analysis'): 2, ('analysis', 'process'): 1, ('process', 'success'): 1, ('success', 'achieving'): 1, ('achieving', 'objective'): 1, ('objective', 'risk'): 1, ('analysis', 'depends'): 1, ('depends', 'factor'): 1, ('factor', 'described'): 1, ('described', 'section'): 1}","{('analysis', 'process', 'success'): 1, ('process', 'success', 'achieving'): 1, ('success', 'achieving', 'objective'): 1, ('achieving', 'objective', 'risk'): 1, ('objective', 'risk', 'analysis'): 1, ('risk', 'analysis', 'depends'): 1, ('analysis', 'depends', 'factor'): 1, ('depends', 'factor', 'described'): 1, ('factor', 'described', 'section'): 1, ('described', 'section', 'chapter'): 1}","{'analysis': 3, 'risk': 2, 'process': 1, 'success': 1, 'achieving': 1, 'objective': 1, 'depends': 1, 'factor': 1, 'described': 1, 'section': 1}"
2,2,7.2.1 Prior Risk Identiﬁ cation and Qualitative Risk Analysis,,"The Perform Quantitative Risk Analysis process occurs after the Identify Risks and Perform Qualitative
Risk Analysis processes have been completed. Reference to a prioritized list of identified risks ensures
that the Perform Quantitative Risk Analysis process will consider all significant risks when analyzing their
effects quantitatively.",The Perform Quantitative Risk Analysis process occurs after the Identify Risks and Perform Qualitative Risk Analysis processes have been completed Reference to a prioritized list of identified risks ensures that the Perform Quantitative Risk Analysis process will consider all significant risks when analyzing their effects quantitatively,the perform quantitative risk analysis process occurs after the identify risks and perform qualitative risk analysis processes have been completed reference to a prioritized list of identified risks ensures that the perform quantitative risk analysis process will consider all significant risks when analyzing their effects quantitatively,perform risk analysis process occurs identify risks perform risk analysis processes completed reference list risks ensures perform risk analysis process consider risks analyzing effects,"{('perform', 'risk'): 3, ('risk', 'analysis'): 3, ('analysis', 'process'): 3, ('process', 'occurs'): 1, ('occurs', 'identify'): 1, ('identify', 'risk'): 1, ('risk', 'perform'): 1, ('process', 'completed'): 1, ('completed', 'reference'): 1, ('reference', 'list'): 1}","{('perform', 'risk', 'analysis'): 3, ('risk', 'analysis', 'process'): 3, ('analysis', 'process', 'occurs'): 1, ('process', 'occurs', 'identify'): 1, ('occurs', 'identify', 'risk'): 1, ('identify', 'risk', 'perform'): 1, ('risk', 'perform', 'risk'): 1, ('analysis', 'process', 'completed'): 1, ('process', 'completed', 'reference'): 1, ('completed', 'reference', 'list'): 1}","{'risk': 6, 'perform': 3, 'analysis': 3, 'process': 3, 'occurs': 1, 'identify': 1, 'completed': 1, 'reference': 1, 'list': 1, 'ensures': 1}"
3,3,7.2.2 Appropriate Project Model,,"An appropriate model of the project should be used as the basis for quantitative risk analysis. Project
models most frequently used in quantitative risk analysis include the project schedule (for time), line-item
cost estimates (for cost), decision tree (for decisions in the face of uncertainty) and other total-project models.
Quantitative risk analysis is especially sensitive to the completeness and correctness of the model of the
project that is used.",An appropriate model of the project should be used as the basis for quantitative risk analysis Project models most frequently used in quantitative risk analysis include the project schedule for time line-item cost estimates for cost decision tree for decisions in the face of uncertainty and other total-project models Quantitative risk analysis is especially sensitive to the completeness and correctness of the model of the project that is used,an appropriate model of the project should be used as the basis for quantitative risk analysis project models most frequently used in quantitative risk analysis include the project schedule for time line item cost estimates for cost decision tree for decisions in the face of uncertainty and other total project models quantitative risk analysis is especially sensitive to the completeness and correctness of the model of the project that is used,model project used basis risk analysis project models used risk analysis include project schedule time line item cost estimates cost decision tree decisions face uncertainty total project models quantitative risk analysis completeness correctness model project used,"{('risk', 'analysis'): 3, ('model', 'project'): 2, ('project', 'used'): 2, ('project', 'model'): 2, ('used', 'basis'): 1, ('basis', 'risk'): 1, ('analysis', 'project'): 1, ('model', 'used'): 1, ('used', 'risk'): 1, ('analysis', 'include'): 1}","{('model', 'project', 'used'): 2, ('project', 'used', 'basis'): 1, ('used', 'basis', 'risk'): 1, ('basis', 'risk', 'analysis'): 1, ('risk', 'analysis', 'project'): 1, ('analysis', 'project', 'model'): 1, ('project', 'model', 'used'): 1, ('model', 'used', 'risk'): 1, ('used', 'risk', 'analysis'): 1, ('risk', 'analysis', 'include'): 1}","{'project': 5, 'model': 4, 'used': 3, 'risk': 3, 'analysis': 3, 'cost': 2, 'decision': 2, 'basis': 1, 'include': 1, 'schedule': 1}"
4,4,7.2.3 Commitment to Collecting High-Quality Risk Data,,"Often high-quality data about risks are not available in any historic database and should be gathered
by interviews, workshops, and other means using expert judgment of those present. Collection of risk data
requires resources and time as well as management support.",Often high-quality data about risks are not available in any historic database and should be gathered by interviews workshops and other means using expert judgment of those present Collection of risk data requires resources and time as well as management support,often high quality data about risks are not available in any historic database and should be gathered by interviews workshops and other means using expert judgment of those present collection of risk data requires resources and time as well as management support,quality data risks database gathered interviews workshops means using judgment collection risk data requires resources time management support,"{('quality', 'data'): 1, ('data', 'risk'): 1, ('risk', 'database'): 1, ('database', 'gathered'): 1, ('gathered', 'interview'): 1, ('interview', 'workshop'): 1, ('workshop', 'mean'): 1, ('mean', 'using'): 1, ('using', 'judgment'): 1, ('judgment', 'collection'): 1}","{('quality', 'data', 'risk'): 1, ('data', 'risk', 'database'): 1, ('risk', 'database', 'gathered'): 1, ('database', 'gathered', 'interview'): 1, ('gathered', 'interview', 'workshop'): 1, ('interview', 'workshop', 'mean'): 1, ('workshop', 'mean', 'using'): 1, ('mean', 'using', 'judgment'): 1, ('using', 'judgment', 'collection'): 1, ('judgment', 'collection', 'risk'): 1}","{'data': 2, 'risk': 2, 'quality': 1, 'database': 1, 'gathered': 1, 'interview': 1, 'workshop': 1, 'mean': 1, 'using': 1, 'judgment': 1}"
5,5,7.2.4 Unbiased Data,,"Success in gathering risk analysis data requires the ability to recognize when biases occur and combating
that bias or developing other unbiased sources of the data. Bias in risk data can occur for many reasons, but
two common sources of bias are cognitive bias and motivational bias.",Success in gathering risk analysis data requires the ability to recognize when biases occur and combating that bias or developing other unbiased sources of the data Bias in risk data can occur for many reasons but two common sources of bias are cognitive bias and motivational bias,success in gathering risk analysis data requires the ability to recognize when biases occur and combating that bias or developing other unbiased sources of the data bias in risk data can occur for many reasons but two common sources of bias are cognitive bias and motivational bias,success gathering risk analysis data requires ability recognize biases occur combating bias developing sources data bias risk data occur reasons sources bias bias bias,"{('bias', 'bias'): 2, ('success', 'gathering'): 1, ('gathering', 'risk'): 1, ('risk', 'analysis'): 1, ('analysis', 'data'): 1, ('data', 'requires'): 1, ('requires', 'ability'): 1, ('ability', 'recognize'): 1, ('recognize', 'bias'): 1, ('bias', 'occur'): 1}","{('success', 'gathering', 'risk'): 1, ('gathering', 'risk', 'analysis'): 1, ('risk', 'analysis', 'data'): 1, ('analysis', 'data', 'requires'): 1, ('data', 'requires', 'ability'): 1, ('requires', 'ability', 'recognize'): 1, ('ability', 'recognize', 'bias'): 1, ('recognize', 'bias', 'occur'): 1, ('bias', 'occur', 'combating'): 1, ('occur', 'combating', 'bias'): 1}","{'bias': 6, 'data': 3, 'risk': 2, 'occur': 2, 'source': 2, 'success': 1, 'gathering': 1, 'analysis': 1, 'requires': 1, 'ability': 1}"
6,6,7.2.5 Overall Project Risk Derived from Individual Risks,,"The Perform Quantitative Risk Analysis process is based upon a methodology that correctly derives the
overall project risk from the individual risks. In risk analysis of cost and schedule, for example, an appropriate
method is Monte Carlo simulation. A decision tree is an appropriate method for making decisions when future
events are not certain, using the probability and impact of all risks, and combining their effect to derive an
overall project measure such as value or cost. In each of these methods, the risks are speciﬁ ed at the level
of the detailed tasks or line-item costs and incorporated into the model of the project to calculate effects on
objectives such as schedule or cost for the entire project, by combining those risks.
40
7
CHAPTER 7 − PERFORM QUANTITATIVE RISK ANALYSIS",The Perform Quantitative Risk Analysis process is based upon a methodology that correctly derives the overall project risk from the individual risks In risk analysis of cost and schedule for example an appropriate method is Monte cargo simulation A decision tree is an appropriate method for making decisions when future events are not certain using the probability and impact of all risks and combining their effect to derive an overall project measure such as value or cost In each of these methods the risks are specie end at the level of the detailed tasks or line-item costs and incorporated into the model of the project to calculate effects on objectives such as schedule or cost for the entire project by combining those risks 40 7 CHAPTER 7 i PERFORM QUANTITATIVE RISK ANALYSIS,the perform quantitative risk analysis process is based upon a methodology that correctly derives the overall project risk from the individual risks in risk analysis of cost and schedule for example an appropriate method is monte cargo simulation a decision tree is an appropriate method for making decisions when future events are not certain using the probability and impact of all risks and combining their effect to derive an overall project measure such as value or cost in each of these methods the risks are specie end at the level of the detailed tasks or line item costs and incorporated into the model of the project to calculate effects on objectives such as schedule or cost for the entire project by combining those risks 40 7 chapter 7 i perform quantitative risk analysis,perform risk analysis process based methodology derives project risk risks risk analysis cost schedule example method cargo simulation decision tree method making decisions events using probability impact risks combining effect derive project measure value cost methods risks end level tasks line item costs incorporated model project calculate effects objectives schedule cost project combining risks chapter perform risk analysis,"{('risk', 'analysis'): 3, ('perform', 'risk'): 2, ('risk', 'risk'): 2, ('analysis', 'process'): 1, ('process', 'based'): 1, ('based', 'methodology'): 1, ('methodology', 'derives'): 1, ('derives', 'project'): 1, ('project', 'risk'): 1, ('analysis', 'cost'): 1}","{('perform', 'risk', 'analysis'): 2, ('risk', 'analysis', 'process'): 1, ('analysis', 'process', 'based'): 1, ('process', 'based', 'methodology'): 1, ('based', 'methodology', 'derives'): 1, ('methodology', 'derives', 'project'): 1, ('derives', 'project', 'risk'): 1, ('project', 'risk', 'risk'): 1, ('risk', 'risk', 'risk'): 1, ('risk', 'risk', 'analysis'): 1}","{'risk': 8, 'project': 4, 'cost': 4, 'analysis': 3, 'method': 3, 'perform': 2, 'schedule': 2, 'decision': 2, 'combining': 2, 'effect': 2}"
7,7,7.2.6 Interrelationships Between Risks in Quantitative Risk Analysis,,"Attention should be given to the possibility that the individual risks in the project model are related to
each other. For example, several risks may have a common root cause and therefore are likely to occur
together. This possibility is sometimes addressed by correlating the risks that are related, ensuring that
they generally occur together during the analysis. Another common way to represent the risks which occur
together is by using the risk register listing of the risk or root cause and attaching it to several project
elements such as schedule activities or cost elements. When a particular risk occurs, the affected elements
will all experience the effect of that risk together.",Attention should be given to the possibility that the individual risks in the project model are related to each other For example several risks may have a common root cause and therefore are likely to occur together This possibility is sometimes addressed by correlating the risks that are related ensuring that they generally occur together during the analysis Another common way to represent the risks which occur together is by using the risk register listing of the risk or root cause and attaching it to several project elements such as schedule activities or cost elements When a particular risk occurs the affected elements will all experience the effect of that risk together,attention should be given to the possibility that the individual risks in the project model are related to each other for example several risks may have a common root cause and therefore are likely to occur together this possibility is sometimes addressed by correlating the risks that are related ensuring that they generally occur together during the analysis another common way to represent the risks which occur together is by using the risk register listing of the risk or root cause and attaching it to several project elements such as schedule activities or cost elements when a particular risk occurs the affected elements will all experience the effect of that risk together,attention given possibility risks project model related example risks root cause therefore occur possibility addressed correlating risks related ensuring occur analysis way represent risks occur using risk register listing risk root cause attaching project elements schedule activities cost elements risk occurs elements experience effect risk,"{('risk', 'root'): 2, ('root', 'cause'): 2, ('attention', 'given'): 1, ('given', 'possibility'): 1, ('possibility', 'risk'): 1, ('risk', 'project'): 1, ('project', 'model'): 1, ('model', 'related'): 1, ('related', 'example'): 1, ('example', 'risk'): 1}","{('risk', 'root', 'cause'): 2, ('attention', 'given', 'possibility'): 1, ('given', 'possibility', 'risk'): 1, ('possibility', 'risk', 'project'): 1, ('risk', 'project', 'model'): 1, ('project', 'model', 'related'): 1, ('model', 'related', 'example'): 1, ('related', 'example', 'risk'): 1, ('example', 'risk', 'root'): 1, ('root', 'cause', 'therefore'): 1}","{'risk': 8, 'occur': 3, 'element': 3, 'possibility': 2, 'project': 2, 'related': 2, 'root': 2, 'cause': 2, 'attention': 1, 'given': 1}"
8,8,7.3  Tools and Techniques for the Perform Quantitative Risk,,"Analysis Process
Tools and techniques used appropriately for quantitative risk analysis have several characteristics, as
follows:",Analysis Process Tools and techniques used appropriately for quantitative risk analysis have several characteristics as follows,analysis process tools and techniques used appropriately for quantitative risk analysis have several characteristics as follows,analysis process tools techniques used risk analysis characteristics follows,"{('analysis', 'process'): 1, ('process', 'tool'): 1, ('tool', 'technique'): 1, ('technique', 'used'): 1, ('used', 'risk'): 1, ('risk', 'analysis'): 1, ('analysis', 'characteristic'): 1, ('characteristic', 'follows'): 1}","{('analysis', 'process', 'tool'): 1, ('process', 'tool', 'technique'): 1, ('tool', 'technique', 'used'): 1, ('technique', 'used', 'risk'): 1, ('used', 'risk', 'analysis'): 1, ('risk', 'analysis', 'characteristic'): 1, ('analysis', 'characteristic', 'follows'): 1}","{'analysis': 2, 'process': 1, 'tool': 1, 'technique': 1, 'used': 1, 'risk': 1, 'characteristic': 1, 'follows': 1}"
9,9,7.3.1 Comprehensive Risk Representation,,"Risk models permit representation of many, if not all, of the risks that have impact on an objective
simultaneously. They also permit the representation of both opportunities and threats to the project’s
objectives.",Risk models permit representation of many if not all of the risks that have impact on an objective simultaneously They also permit the representation of both opportunities and threats to the projects objectives,risk models permit representation of many if not all of the risks that have impact on an objective simultaneously they also permit the representation of both opportunities and threats to the projects objectives,risk models permit representation risks impact simultaneously permit representation opportunities threats projects objectives,"{('permit', 'representation'): 2, ('risk', 'model'): 1, ('model', 'permit'): 1, ('representation', 'risk'): 1, ('risk', 'impact'): 1, ('impact', 'simultaneously'): 1, ('simultaneously', 'permit'): 1, ('representation', 'opportunity'): 1, ('opportunity', 'threat'): 1, ('threat', 'project'): 1}","{('risk', 'model', 'permit'): 1, ('model', 'permit', 'representation'): 1, ('permit', 'representation', 'risk'): 1, ('representation', 'risk', 'impact'): 1, ('risk', 'impact', 'simultaneously'): 1, ('impact', 'simultaneously', 'permit'): 1, ('simultaneously', 'permit', 'representation'): 1, ('permit', 'representation', 'opportunity'): 1, ('representation', 'opportunity', 'threat'): 1, ('opportunity', 'threat', 'project'): 1}","{'risk': 2, 'permit': 2, 'representation': 2, 'model': 1, 'impact': 1, 'simultaneously': 1, 'opportunity': 1, 'threat': 1, 'project': 1, 'objective': 1}"
